#organism_name	refseq_category	assembly_level	ftp_genome
Prochlorococcus_phage_P_SSM3	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/907/775/GCF_000907775.1_ViralProj209210/GCF_000907775.1_ViralProj209210_genomic.fna.gz
Rosellinia_necatrix_victorivirus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/907/815/GCF_000907815.1_ViralProj209362/GCF_000907815.1_ViralProj209362_genomic.fna.gz
Cellulophaga_phage_phi13:2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/907/995/GCF_000907995.1_ViralProj212953/GCF_000907995.1_ViralProj212953_genomic.fna.gz
Cellulophaga_phage_phi39:1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/015/GCF_000908015.1_ViralProj212957/GCF_000908015.1_ViralProj212957_genomic.fna.gz
Cellulophaga_phage_phi46:1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/035/GCF_000908035.1_ViralProj212961/GCF_000908035.1_ViralProj212961_genomic.fna.gz
Lactococcus_phage_phi7	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/115/GCF_000908115.1_ViralProj213073/GCF_000908115.1_ViralProj213073_genomic.fna.gz
Vibrio_phage_douglas_12A4	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/255/GCF_000908255.1_ViralProj198432/GCF_000908255.1_ViralProj198432_genomic.fna.gz
Cyanophage_P_RSM1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/275/GCF_000908275.1_ViralProj198436/GCF_000908275.1_ViralProj198436_genomic.fna.gz
Dill_cryptic_virus_2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/315/GCF_000908315.1_ViralMultiSegProj198774/GCF_000908315.1_ViralMultiSegProj198774_genomic.fna.gz
Lone_Star_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/395/GCF_000908395.1_ViralMultiSegProj203651/GCF_000908395.1_ViralMultiSegProj203651_genomic.fna.gz
Halovirus_HRTV_5	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/635/GCF_000908635.1_ViralProj206492/GCF_000908635.1_ViralProj206492_genomic.fna.gz
Halovirus_HGTV_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/655/GCF_000908655.1_ViralProj206496/GCF_000908655.1_ViralProj206496_genomic.fna.gz
Synechococcus_phage_S_IOM18	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/735/GCF_000908735.1_ViralProj209067/GCF_000908735.1_ViralProj209067_genomic.fna.gz
Vibrio_phage_JA_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/755/GCF_000908755.1_ViralProj209075/GCF_000908755.1_ViralProj209075_genomic.fna.gz
Paenibacillus_phage_PG1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/775/GCF_000908775.1_ViralProj209208/GCF_000908775.1_ViralProj209208_genomic.fna.gz
Rhizobium_phage_RR1_B	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/795/GCF_000908795.1_ViralProj209212/GCF_000908795.1_ViralProj209212_genomic.fna.gz
Burdock_mottle_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/875/GCF_000908875.1_ViralMultiSegProj212310/GCF_000908875.1_ViralMultiSegProj212310_genomic.fna.gz
Cellulophaga_phage_phi19:1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/935/GCF_000908935.1_ViralProj212942/GCF_000908935.1_ViralProj212942_genomic.fna.gz
Cellulophaga_phage_phi48:2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/955/GCF_000908955.1_ViralProj212947/GCF_000908955.1_ViralProj212947_genomic.fna.gz
Phaeocystis_globosa_virus_virophage	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/155/GCF_000909155.1_ViralProj206475/GCF_000909155.1_ViralProj206475_genomic.fna.gz
Clostridium_phage_vB_CpeS_CP51	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/215/GCF_000909215.1_ViralProj206487/GCF_000909215.1_ViralProj206487_genomic.fna.gz
Halovirus_HRTV_7	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/235/GCF_000909235.1_ViralProj206491/GCF_000909235.1_ViralProj206491_genomic.fna.gz
Halovirus_HHTV_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/255/GCF_000909255.1_ViralProj206495/GCF_000909255.1_ViralProj206495_genomic.fna.gz
Halorubrum_phage_CGphi46	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/335/GCF_000909335.1_ViralProj209066/GCF_000909335.1_ViralProj209066_genomic.fna.gz
Mycobacterium_phage_Jobu08	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/355/GCF_000909355.1_ViralProj209074/GCF_000909355.1_ViralProj209074_genomic.fna.gz
Vibrio_phage_pYD38_B	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/395/GCF_000909395.1_ViralProj209211/GCF_000909395.1_ViralProj209211_genomic.fna.gz
Nilaparvata_lugens_honeydew_virus_2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/415/GCF_000909415.1_ViralProj209359/GCF_000909415.1_ViralProj209359_genomic.fna.gz
Serratia_phage_Eta	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/435/GCF_000909435.1_ViralProj209364/GCF_000909435.1_ViralProj209364_genomic.fna.gz
Cuban_alphasatellite_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/475/GCF_000909475.1_ViralProj210798/GCF_000909475.1_ViralProj210798_genomic.fna.gz
Cellulophaga_phage_phi19:3	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/575/GCF_000909575.1_ViralProj212945/GCF_000909575.1_ViralProj212945_genomic.fna.gz
Cellulophaga_phage_phi14:2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/615/GCF_000909615.1_ViralProj212954/GCF_000909615.1_ViralProj212954_genomic.fna.gz
Cellulophaga_phage_phi38:1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/635/GCF_000909635.1_ViralProj212958/GCF_000909635.1_ViralProj212958_genomic.fna.gz
Lactococcus_phage_jm2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/735/GCF_000909735.1_ViralProj213074/GCF_000909735.1_ViralProj213074_genomic.fna.gz
Invertebrate_iridovirus_22	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/775/GCF_000909775.1_ViralProj213479/GCF_000909775.1_ViralProj213479_genomic.fna.gz
Grapevine_red_blotch_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/815/GCF_000909815.1_ViralProj214508/GCF_000909815.1_ViralProj214508_genomic.fna.gz
Brazoran_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/835/GCF_000909835.1_ViralMultiSegProj214783/GCF_000909835.1_ViralMultiSegProj214783_genomic.fna.gz
Mycobacterium_phage_SiSi	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/915/GCF_000909915.1_ViralProj206026/GCF_000909915.1_ViralProj206026_genomic.fna.gz
Mycobacterium_phage_PattyP	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/909/935/GCF_000909935.1_ViralProj206030/GCF_000909935.1_ViralProj206030_genomic.fna.gz
Bacillus_phage_MG_B1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/075/GCF_000910075.1_ViralProj206485/GCF_000910075.1_ViralProj206485_genomic.fna.gz
Halovirus_HRTV_4	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/115/GCF_000910115.1_ViralProj206493/GCF_000910115.1_ViralProj206493_genomic.fna.gz
Halovirus_HCTV_5	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/135/GCF_000910135.1_ViralProj206497/GCF_000910135.1_ViralProj206497_genomic.fna.gz
Mycobacterium_phage_Job42	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/215/GCF_000910215.1_ViralProj209072/GCF_000910215.1_ViralProj209072_genomic.fna.gz
Cronobacter_phage_CR5	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/235/GCF_000910235.1_ViralProj209076/GCF_000910235.1_ViralProj209076_genomic.fna.gz
Rhizobium_phage_RR1_A	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/255/GCF_000910255.1_ViralProj209209/GCF_000910255.1_ViralProj209209_genomic.fna.gz
Nilaparvata_lugens_honeydew_virus_3	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/275/GCF_000910275.1_ViralProj209357/GCF_000910275.1_ViralProj209357_genomic.fna.gz
Citrus_vein_enation_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/315/GCF_000910315.1_ViralProj209366/GCF_000910315.1_ViralProj209366_genomic.fna.gz
Rotavirus_F	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/335/GCF_000910335.1_ViralMultiSegProj210412/GCF_000910335.1_ViralMultiSegProj210412_genomic.fna.gz
Vibrio_phage_VPMS1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/375/GCF_000910375.1_ViralProj212709/GCF_000910375.1_ViralProj212709_genomic.fna.gz
Cellulophaga_phage_phi12:2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/435/GCF_000910435.1_ViralProj212943/GCF_000910435.1_ViralProj212943_genomic.fna.gz
Cellulophaga_phage_phi12a:1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/495/GCF_000910495.1_ViralProj212956/GCF_000910495.1_ViralProj212956_genomic.fna.gz
Cellulophaga_phage_phi18:3	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/515/GCF_000910515.1_ViralProj212960/GCF_000910515.1_ViralProj212960_genomic.fna.gz
Cellulophaga_phage_phi10:1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/535/GCF_000910535.1_ViralProj212964/GCF_000910535.1_ViralProj212964_genomic.fna.gz
Paenibacillus_phage_phiIBB_Pl23	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/595/GCF_000910595.1_ViralProj213072/GCF_000910595.1_ViralProj213072_genomic.fna.gz
Lactococcus_phage_BM13	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/615/GCF_000910615.1_ViralProj213076/GCF_000910615.1_ViralProj213076_genomic.fna.gz
Lactococcus_phage_340	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/635/GCF_000910635.1_ViralProj213081/GCF_000910635.1_ViralProj213081_genomic.fna.gz
Choristoneura_rosaceana_nucleopolyhedrovirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/655/GCF_000910655.1_ViralProj214178/GCF_000910655.1_ViralProj214178_genomic.fna.gz
Mycobacterium_phage_DrDrey	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/715/GCF_000910715.1_ViralProj215108/GCF_000910715.1_ViralProj215108_genomic.fna.gz
Malvastrum_leaf_curl_deltasatellite	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/735/GCF_000910735.1_ViralProj214366/GCF_000910735.1_ViralProj214366_genomic.fna.gz
Broad_bean_true_mosaic_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/755/GCF_000910755.1_ViralMultiSegProj214691/GCF_000910755.1_ViralMultiSegProj214691_genomic.fna.gz
Mycobacterium_phage_Adzzy	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/775/GCF_000910775.1_ViralProj215109/GCF_000910775.1_ViralProj215109_genomic.fna.gz
Mycobacterium_phage_Daenerys	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/835/GCF_000910835.1_ViralProj215121/GCF_000910835.1_ViralProj215121_genomic.fna.gz
Mycobacterium_phage_Redno2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/855/GCF_000910855.1_ViralProj215125/GCF_000910855.1_ViralProj215125_genomic.fna.gz
Parvovirus_NIH_CQV	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/875/GCF_000910875.1_ViralProj215356/GCF_000910875.1_ViralProj215356_genomic.fna.gz
Porcine_partetravirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/935/GCF_000910935.1_ViralProj215864/GCF_000910935.1_ViralProj215864_genomic.fna.gz
Feline_astrovirus_2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/975/GCF_000910975.1_ViralProj218014/GCF_000910975.1_ViralProj218014_genomic.fna.gz
Drosophila_obscura_sigmavirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/135/GCF_000911135.1_ViralProj224247/GCF_000911135.1_ViralProj224247_genomic.fna.gz
Red_clover_cryptic_virus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/175/GCF_000911175.1_ViralMultiSegProj225924/GCF_000911175.1_ViralMultiSegProj225924_genomic.fna.gz
Changuinola_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/195/GCF_000911195.1_ViralMultiSegProj226021/GCF_000911195.1_ViralMultiSegProj226021_genomic.fna.gz
Streptococcus_phage_TP_778L	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/295/GCF_000911295.1_ViralProj227111/GCF_000911295.1_ViralProj227111_genomic.fna.gz
Streptococcus_phage_phiBHN167	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/375/GCF_000911375.1_ViralProj227353/GCF_000911375.1_ViralProj227353_genomic.fna.gz
Marine_gokushovirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/395/GCF_000911395.1_ViralProj227357/GCF_000911395.1_ViralProj227357_genomic.fna.gz
Sclerotinia_sclerotiorum_hypovirus_2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/435/GCF_000911435.1_ViralProj229826/GCF_000911435.1_ViralProj229826_genomic.fna.gz
Ralstonia_phage_RSB3	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/455/GCF_000911455.1_ViralProj229898/GCF_000911455.1_ViralProj229898_genomic.fna.gz
Mycobacterium_phage_HufflyPuff	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/515/GCF_000911515.1_ViralProj230582/GCF_000911515.1_ViralProj230582_genomic.fna.gz
Arthrobacter_phage_vB_ArS_ArV2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/555/GCF_000911555.1_ViralProj230590/GCF_000911555.1_ViralProj230590_genomic.fna.gz
Cellulophaga_phage_phi46:3	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/615/GCF_000911615.1_ViralProj212963/GCF_000911615.1_ViralProj212963_genomic.fna.gz
Pandoravirus_dulcis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/655/GCF_000911655.1_ViralProj213019/GCF_000911655.1_ViralProj213019_genomic.fna.gz
Puniceispirillum_phage_HMO_2011	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/675/GCF_000911675.1_ViralProj213071/GCF_000911675.1_ViralProj213071_genomic.fna.gz
Lactococcus_phage_jm3	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/695/GCF_000911695.1_ViralProj213075/GCF_000911695.1_ViralProj213075_genomic.fna.gz
Lactococcus_phage_P680	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/715/GCF_000911715.1_ViralProj213080/GCF_000911715.1_ViralProj213080_genomic.fna.gz
Mycobacterium_phage_KayaCho	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/815/GCF_000911815.1_ViralProj215111/GCF_000911815.1_ViralProj215111_genomic.fna.gz
Pandoravirus_salinus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/955/GCF_000911955.1_ViralProj215788/GCF_000911955.1_ViralProj215788_genomic.fna.gz
Chickpea_chlorosis_Australia_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/975/GCF_000911975.1_ViralProj216948/GCF_000911975.1_ViralProj216948_genomic.fna.gz
Mycobacterium_phage_SarFire	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/115/GCF_000912115.1_ViralProj219123/GCF_000912115.1_ViralProj219123_genomic.fna.gz
Baboon_endogenous_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/135/GCF_000912135.1_ViralProj222253/GCF_000912135.1_ViralProj222253_genomic.fna.gz
Erwinia_phage_FE44	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/295/GCF_000912295.1_ViralProj227003/GCF_000912295.1_ViralProj227003_genomic.fna.gz
Bacillus_virus_Riggi	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/375/GCF_000912375.1_ViralProj227123/GCF_000912375.1_ViralProj227123_genomic.fna.gz
Bacillus_virus_Blastoid	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/395/GCF_000912395.1_ViralProj227127/GCF_000912395.1_ViralProj227127_genomic.fna.gz
Yellow_tailflower_mild_mottle_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/435/GCF_000912435.1_ViralProj227475/GCF_000912435.1_ViralProj227475_genomic.fna.gz
Pseudomonas_phage_PaBG	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/555/GCF_000912555.1_ViralProj215670/GCF_000912555.1_ViralProj215670_genomic.fna.gz
Klebsiella_virus_0507KN21	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/655/GCF_000912655.1_ViralProj219106/GCF_000912655.1_ViralProj219106_genomic.fna.gz
Mycobacterium_phage_PhrostyMug	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/695/GCF_000912695.1_ViralProj219114/GCF_000912695.1_ViralProj219114_genomic.fna.gz
Dill_cryptic_virus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/815/GCF_000912815.1_ViralMultiSegProj225921/GCF_000912815.1_ViralMultiSegProj225921_genomic.fna.gz
Rhizoctonia_cerealis_alphaendornavirus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/835/GCF_000912835.1_ViralProj225929/GCF_000912835.1_ViralProj225929_genomic.fna.gz
Staphylococcus_phage_YMC_09_04_R1988	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/915/GCF_000912915.1_ViralProj227002/GCF_000912915.1_ViralProj227002_genomic.fna.gz
Bacillus_virus_Glittering	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/912/995/GCF_000912995.1_ViralProj227122/GCF_000912995.1_ViralProj227122_genomic.fna.gz
Porcine_torovirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/035/GCF_000913035.1_ViralProj227354/GCF_000913035.1_ViralProj227354_genomic.fna.gz
Potato_black_ringspot_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/055/GCF_000913055.1_ViralMultiSegProj227467/GCF_000913055.1_ViralMultiSegProj227467_genomic.fna.gz
Staphylococcus_phage_phiRS7	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/115/GCF_000913115.1_ViralProj229900/GCF_000913115.1_ViralProj229900_genomic.fna.gz
Mycobacterium_phage_Hamulus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/295/GCF_000913295.1_ViralProj215116/GCF_000913295.1_ViralProj215116_genomic.fna.gz
Mycobacterium_phage_Catdawg	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/335/GCF_000913335.1_ViralProj215124/GCF_000913335.1_ViralProj215124_genomic.fna.gz
Blackberry_vein_banding_associated_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/355/GCF_000913355.1_ViralProj215129/GCF_000913355.1_ViralProj215129_genomic.fna.gz
Bat_coronavirus_CDPHE15	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/415/GCF_000913415.1_ViralProj215863/GCF_000913415.1_ViralProj215863_genomic.fna.gz
Suid_betaherpesvirus_2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/455/GCF_000913455.1_ViralProj217990/GCF_000913455.1_ViralProj217990_genomic.fna.gz
Human_endogenous_retrovirus_K	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/595/GCF_000913595.1_ViralProj222261/GCF_000913595.1_ViralProj222261_genomic.fna.gz
Squirrelpox_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/615/GCF_000913615.1_ViralProj223065/GCF_000913615.1_ViralProj223065_genomic.fna.gz
Murrumbidgee_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/635/GCF_000913635.1_ViralMultiSegProj225034/GCF_000913635.1_ViralMultiSegProj225034_genomic.fna.gz
Cyanophage_PP	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/755/GCF_000913755.1_ViralProj227004/GCF_000913755.1_ViralProj227004_genomic.fna.gz
Mycobacterium_phage_Fredward	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/775/GCF_000913775.1_ViralProj227008/GCF_000913775.1_ViralProj227008_genomic.fna.gz
Ralstonia_phage_RSK1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/935/GCF_000913935.1_ViralProj229896/GCF_000913935.1_ViralProj229896_genomic.fna.gz
Olive_viral_satellite_RNA	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/975/GCF_000913975.1_ViralProj230268/GCF_000913975.1_ViralProj230268_genomic.fna.gz
Lactobacillus_virus_LLKu	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/913/995/GCF_000913995.1_ViralProj230581/GCF_000913995.1_ViralProj230581_genomic.fna.gz
Xylella_phage_Paz	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/055/GCF_000914055.1_ViralProj230593/GCF_000914055.1_ViralProj230593_genomic.fna.gz
Porcine_parvovirus_5	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/195/GCF_000914195.1_ViralProj231186/GCF_000914195.1_ViralProj231186_genomic.fna.gz
Pea_necrotic_yellow_dwarf_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/235/GCF_000914235.1_ViralMultiSegProj232600/GCF_000914235.1_ViralMultiSegProj232600_genomic.fna.gz
Black_medic_leaf_roll_virus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/275/GCF_000914275.1_ViralMultiSegProj233603/GCF_000914275.1_ViralMultiSegProj233603_genomic.fna.gz
Dragonfly_larvae_associated_circular_virus_3	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/335/GCF_000914335.1_ViralProj237475/GCF_000914335.1_ViralProj237475_genomic.fna.gz
Buzura_suppressaria_nucleopolyhedrovirus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/375/GCF_000914375.1_ViralProj237559/GCF_000914375.1_ViralProj237559_genomic.fna.gz
Mycobacterium_phage_Validus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/435/GCF_000914435.1_ViralProj239430/GCF_000914435.1_ViralProj239430_genomic.fna.gz
Vibrio_phage_VH7D	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/495/GCF_000914495.1_ViralProj239728/GCF_000914495.1_ViralProj239728_genomic.fna.gz
Invertebrate_iridovirus_25	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/535/GCF_000914535.1_ViralProj239736/GCF_000914535.1_ViralProj239736_genomic.fna.gz
Laodelphax_striatella_honeydew_virus_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/575/GCF_000914575.1_ViralProj239909/GCF_000914575.1_ViralProj239909_genomic.fna.gz
Geobacillus_phage_GBK2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/595/GCF_000914595.1_ViralProj240009/GCF_000914595.1_ViralProj240009_genomic.fna.gz
Mycobacterium_phage_RhynO	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/615/GCF_000914615.1_ViralProj240013/GCF_000914615.1_ViralProj240013_genomic.fna.gz
Mycobacterium_phage_CRB1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/914/655/GCF_000914655.1_ViralProj240021/GCF_000914655.1_ViralProj240021_genomic.fna.gz
